trainee_number,quality_group_score,cognition,initial_rating_score,final_instructor_score,sea_command,land_command,command_final,thinking_ability_final,sea_performance_final,teamwork_final,stress_resilience_final,persistence_final,motivation,structures_test,sea_rowing,sea_rowing_test,fuel_regulator_test,navigation_test,gps_test,fire_extinguishing_test,marine_navigation_radar_test,professional_lecture,lecture_from_home,submarine_heating_exercise,topographic_map_exercise,raft_exercise,ps2_exercise,commander_qualities_exercise,billion_dollar_exercise,rowing,ship_interception_exercise,hole_digging,sociometric_stretchers,journey_1,journey_2,sociometric_rope,crawls,hydraulic_system_test,submarine_watch_exercise,m16_disassembly,m16_assembly,m16_final,psychologist_interview,psychologist_final,naval_officers_formula_score,number_of_trainees_in_group,commander_sociometric_position,friend_sociometric_position,commander_sociometric_ninths,friend_sociometric_ninths,commander_sociometric_percentile,cubes_in_darkness,pull_up_exercise,acid_stream_exercise,rowing_competition,material_evacuation_exercise,machinery_component_understanding,machinery_mechanical_system_analysis,machinery_drawing_analysis,machinery_understanding_physical_forces,machinery_final_suitability_score,machinery_recommendation,electronics_simulator_score,electronics_electrical_circuit_test,electronics_interview,electronics_final_suitability_score,electronics_recommendation,conduct_two_assessments_flag,short_assessment
54,54,60,27,8,7,7,7,8,8,7,7,8,7,100,40,60,25,18,90,0,0,6,7,5,6,0,7,6,8,0,0,7,4,5,7,5,0,0,0,0,0,0,0,0,73,15,1,4,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,54,70,0,7,7,5,6,8,7,6,6,7,9,0,0,0,78,70,100,100,0,6,7,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,6,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,56,90,27,8,7,5,6,7,8,9,9,9,9,0,0,0,97,0,70,100,80,7,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,14,1,1,9,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,56,70,34,6,5,7,7,5,7,7,7,8,6,0,0,0,64,12,50,80,0,4,0,2,0,0,4,0,6,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,68,14,2,3,7,6,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,54,80,0,5,5,4,5,5,5,5,5,6,7,0,0,0,70,64,80,78,0,5,0,5,0,0,4,0,0,5,0,4,6,5,6,0,0,0,0,0,0,0,0,0,59,14,5,7,6,5,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,56,70,34,8,7,8,7,7,6,5,8,8,9,0,80,100,70,34,80,0,0,8,8,0,0,5,6,8,0,6,4,0,4,5,0,0,0,0,0,0,0,0,0,0,74,15,1,2,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,56,90,31,6,6,6,6,6,2,6,6,6,8,60,0,40,66,46,100,0,0,8,0,0,4,3,5,7,5,4,7,7,5,7,6,8,0,0,7,3,0,0,0,0,72,13,1,7,8,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,56,80,35,5,4,3,4,4,4,7,6,6,5,0,0,0,69,0,70,80,64,5,4,5,4,0,4,5,5,0,0,5,5,4,6,0,0,0,0,0,0,0,5,4,63,8,3,1,7,7,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,56,80,36,6,7,5,6,6,6,5,5,7,6,100,40,60,57,62,40,0,0,7,6,4,6,6,5,0,6,5,0,7,6,5,6,4,0,0,0,0,0,0,0,0,70,14,3,6,7,6,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,55,70,32,6,6,4,5,6,6,7,7,7,7,0,0,0,70,0,80,78,58,6,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,14,5,6,6,6,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,55,70,31,5,5,4,4,5,6,6,6,7,6,0,0,0,67,28,50,66,0,3,0,5,0,0,5,0,5,5,0,4,7,5,5,0,0,0,0,0,0,0,0,0,58,14,6,6,6,5,67.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,54,70,0,6,5,6,7,5,6,7,7,7,7,100,20,40,38,12,60,0,0,7,8,4,5,6,2,6,5,6,0,4,2,6,7,4,0,0,0,0,0,0,0,0,69,14,2,2,7,7,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,54,70,26,7,4,5,6,7,7,6,7,7,7,0,0,0,46,36,80,58,0,7,0,4,0,0,2,0,2,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,56,14,7,12,5,5,57.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,54,80,0,8,6,5,7,5,7,4,7,7,9,0,0,0,77,0,50,58,46,7,0,5,4,0,7,0,7,0,0,5,8,5,6,0,0,0,0,0,0,0,0,5,63,11,3,5,6,5,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
74,56,80,33,6,7,5,6,5,6,6,6,6,5,100,80,40,68,24,60,0,0,6,7,7,7,6,4,5,5,5,0,6,6,4,5,5,0,0,0,0,0,0,0,0,72,15,2,2,7,7,93.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,54,60,32,5,6,6,6,6,0,5,2,5,6,0,0,0,65,32,80,100,0,5,0,4,4,3,2,0,4,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,64,11,3,5,6,5,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,56,70,37,6,7,7,7,5,6,7,6,6,7,0,0,0,65,57,30,78,0,6,0,5,0,0,5,0,6,6,0,0,5,5,6,0,0,0,0,0,0,0,0,0,74,14,3,2,8,7,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,56,80,34,6,7,2,5,6,5,5,4,4,9,80,60,100,0,0,30,52,22,0,6,7,5,3,4,5,0,4,0,7,5,5,7,7,0,0,0,0,0,0,0,0,0,14,6,10,6,5,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,56,90,0,7,4,6,6,7,6,7,7,8,7,100,80,40,53,44,30,0,0,8,0,8,6,6,7,3,7,6,0,5,5,6,7,7,0,0,0,0,0,0,0,0,63,15,6,14,6,4,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,55,80,27,4,5,2,3,4,5,4,4,4,7,0,0,0,80,32,60,62,0,5,0,4,3,4,5,0,4,0,0,4,5,5,5,0,0,0,0,0,0,0,0,3,54,11,5,9,6,4,63.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,56,80,32,7,5,6,6,7,6,6,7,7,7,100,80,80,54,18,80,0,0,6,6,6,6,8,8,6,6,0,0,6,0,8,7,6,0,0,0,0,0,0,0,0,68,15,1,2,9,8,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,54,60,29,7,7,7,7,6,7,9,7,7,7,80,80,60,77,46,70,0,0,7,7,4,3,7,4,4,4,7,0,4,5,6,7,5,0,0,0,0,0,0,0,0,75,13,4,4,6,6,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,55,70,32,7,7,7,7,7,6,7,6,7,8,0,60,60,99,70,50,0,50,7,7,5,2,6,6,4,5,5,5,5,4,5,5,4,4,0,0,0,0,0,0,0,70,13,5,5,6,6,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,56,90,27,9,6,7,8,8,6,9,9,8,9,80,80,40,100,0,40,35,56,7,0,8,3,5,8,5,8,5,0,5,6,5,5,5,0,0,0,0,0,0,0,0,75,13,2,4,7,6,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,55,70,31,6,6,6,6,6,6,5,7,6,6,0,80,20,35,48,40,0,0,6,5,7,3,6,5,0,6,7,3,3,7,6,6,7,7,0,0,0,0,0,0,0,64,10,3,5,7,5,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,56,80,0,6,7,6,6,6,6,7,7,7,7,100,40,80,40,45,40,0,0,6,0,0,0,5,5,5,0,0,5,0,6,5,7,8,0,0,0,0,0,0,0,0,73,13,2,3,6,6,92.3,0,0,0,0,0.0,3,3,3,3,2,0,8,9,9,1,0,0,1
133,56,70,36,6,5,3,5,8,7,8,7,7,5,100,80,80,65,46,70,0,0,7,7,5,4,4,6,4,7,5,5,7,8,6,6,6,0,0,0,0,0,0,0,0,74,14,2,2,8,7,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,56,80,38,6,6,6,6,7,6,5,7,6,0,0,80,40,80,65,80,0,0,7,0,0,6,5,4,6,0,5,7,0,6,6,7,7,7,0,0,0,0,0,0,0,72,14,1,6,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,56,80,34,7,7,7,8,7,6,6,6,3,5,60,40,20,52,35,50,0,0,8,8,8,5,7,7,7,0,3,8,5,4,5,5,6,5,0,0,0,0,0,0,0,76,12,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,55,70,28,4,6,6,6,4,5,6,0,0,0,0,1,1,77,0,40,0,0,6,4,0,5,2,1,5,5,6,0,5,0,7,6,5,0,0,0,0,0,0,0,0,60,14,7,1,6,7,57.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,56,80,0,6,6,7,6,4,5,3,5,5,7,0,60,20,37,2,30,0,0,6,5,2,5,4,2,0,5,5,4,4,5,4,5,5,6,0,0,0,0,0,0,0,61,10,2,2,7,7,90.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,56,80,29,5,8,4,6,7,6,5,6,7,3,60,60,100,66,50,90,0,0,7,0,0,0,6,5,6,5,5,5,0,8,6,5,3,6,0,0,0,0,0,0,0,61,14,9,10,5,4,42.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,56,90,25,7,4,4,6,5,6,7,4,6,6,0,60,20,70,68,40,0,0,8,0,0,4,4,6,6,6,4,0,6,5,4,6,4,0,0,0,0,0,0,0,0,66,13,2,4,8,6,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,55,80,0,7,7,6,6,7,8,7,7,6,8,100,0,20,56,14,30,0,0,6,6,0,7,4,3,5,5,3,1,7,5,4,5,6,0,0,5,1,0,0,0,0,67,13,6,5,5,5,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,56,90,29,5,6,6,6,4,5,5,5,4,8,0,0,0,70,32,50,80,0,5,0,4,5,5,5,0,5,0,0,5,2,5,5,0,0,0,0,0,0,0,0,0,66,11,1,1,8,8,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,56,90,25,5,7,4,5,5,6,7,5,6,8,0,60,60,48,26,30,0,0,6,7,0,0,6,4,4,0,6,4,0,7,7,0,6,0,0,5,0,0,7,0,0,60,13,9,2,5,7,38.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
525,0,0,0,8,8,6,8,7,8,8,8,8,4,80,40,80,77,16,0,0,0,7,6,0,0,7,7,0,0,7,3,0,0,0,0,0,0,0,0,0,0,6,0,0,78,13,2,1,7,6,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,0,0,0,6,6,7,6,4,5,3,5,5,7,0,60,20,37,2,30,0,0,6,5,2,5,4,2,0,5,5,4,4,5,4,5,5,6,0,0,0,0,0,0,0,61,10,2,2,7,7,90.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,55,70,30,8,6,5,7,4,6,9,7,7,7,10,10,0,6,3,2,0,0,5,4,4,5,6,2,0,6,5,0,5,7,5,5,5,0,0,0,0,0,0,0,0,74,11,2,2,8,7,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,56,70,34,6,6,4,4,5,6,6,7,7,9,80,20,40,42,44,30,0,0,5,0,5,0,5,2,4,5,5,5,6,7,5,6,6,7,0,0,0,0,0,0,0,69,12,2,5,7,5,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,56,80,0,8,7,8,8,7,6,7,7,0,0,0,60,40,57,18,30,0,0,7,0,0,4,8,6,6,0,5,7,0,7,5,5,5,7,0,0,0,0,0,0,0,68,14,6,11,6,4,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,55,70,31,7,5,8,7,5,6,7,7,5,7,0,40,40,62,0,30,0,0,5,0,5,6,6,5,6,9,5,5,5,5,8,5,3,0,0,7,0,0,0,0,0,55,13,10,10,4,5,30.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,56,80,36,5,6,3,5,5,6,5,5,6,6,0,80,80,78,26,70,0,0,6,6,0,0,5,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,69,15,2,4,8,7,93.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,55,90,25,6,7,5,6,6,5,6,6,6,8,0,80,20,40,20,50,0,0,7,0,0,0,5,4,0,0,5,5,0,5,5,0,5,0,0,0,0,0,0,0,0,54,14,13,12,3,4,14.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,56,90,30,7,6,6,6,8,5,7,7,6,8,80,40,40,16,60,40,0,0,6,0,0,0,6,8,7,6,0,7,0,5,5,6,5,5,30,4,0,0,0,0,0,68,14,4,6,7,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,56,70,39,6,5,2,5,4,5,4,6,6,7,0,40,60,55,0,60,0,0,3,3,0,5,5,5,2,3,0,4,5,4,5,5,5,3,0,0,0,0,6,0,0,58,14,5,6,6,6,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,54,70,30,6,5,3,5,6,6,6,5,4,6,0,40,60,77,20,40,0,0,5,7,5,6,6,4,5,5,5,5,4,5,5,5,5,4,0,0,0,0,0,0,0,60,16,6,7,6,6,68.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,56,90,34,7,7,7,8,7,8,8,7,7,8,40,20,0,45,29,0,0,0,7,6,0,0,4,4,0,0,7,2,0,0,0,0,0,0,0,0,0,0,7,0,0,79,13,1,3,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,0,0,0,3,4,4,3,3,0,6,4,7,5,100,60,40,0,46,30,0,0,5,5,3,2,4,4,3,5,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,63,14,2,2,7,6,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,54,80,20,6,5,5,5,7,5,6,6,6,6,100,40,80,59,24,70,0,0,4,6,0,0,5,5,0,0,5,8,0,5,5,0,6,0,0,0,0,0,0,0,0,61,14,1,2,7,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,54,80,0,7,6,6,7,6,7,7,6,6,0,0,80,60,90,32,70,0,74,6,6,0,0,5,6,5,0,6,3,0,5,5,0,7,0,0,0,0,0,0,0,0,66,13,5,6,6,5,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,56,90,30,5,5,6,5,5,4,4,4,5,6,0,80,60,70,48,90,0,0,6,6,0,0,5,3,4,0,3,6,0,6,3,0,0,0,0,0,0,0,0,0,0,58,15,5,6,7,6,76.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,56,90,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,5,6,60.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,55,80,28,6,6,6,6,6,6,5,4,6,7,80,80,20,62,34,50,64,24,4,6,5,3,0,5,3,6,0,3,0,0,5,0,5,4,56,6,0,0,5,0,0,57,10,5,4,6,6,60.0,4,0,5,0,7.0,9,9,9,0,9,1,37,0,0,0,0,0,1
25,56,90,0,6,7,5,7,6,7,6,6,6,7,100,40,60,58,51,40,0,0,6,6,0,5,7,3,4,4,0,4,0,5,6,5,6,3,28,5,5,5,5,0,0,63,14,7,9,5,5,57.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,0,0,0,8,7,8,8,7,7,5,6,7,7,0,80,40,57,1,40,57,0,8,6,0,5,6,7,6,5,5,6,8,5,5,4,4,5,0,0,0,0,3,0,0,66,14,5,13,6,4,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,56,80,34,6,4,6,5,5,4,6,6,6,7,0,20,20,42,14,20,0,0,4,4,0,5,3,5,6,4,5,7,6,5,5,5,5,5,0,5,0,0,2,0,0,63,14,2,3,8,6,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,55,70,30,5,3,5,5,4,3,5,5,5,5,40,0,40,41,0,30,0,0,4,9,0,3,4,4,3,5,6,2,5,6,5,5,3,5,0,0,0,0,0,0,0,57,12,2,2,7,6,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,56,80,34,6,5,7,6,7,6,8,6,6,6,100,100,40,0,64,20,0,0,7,7,0,0,7,7,4,7,6,8,0,6,5,0,6,0,44,6,0,0,5,0,0,73,15,2,1,7,7,93.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,56,90,32,6,5,3,6,7,6,7,6,6,8,0,0,0,60,0,70,98,46,5,0,4,6,0,5,0,4,0,0,6,6,6,5,0,0,0,0,0,0,0,0,3,69,11,1,2,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
243,56,90,32,5,5,4,5,5,5,7,6,6,8,100,100,80,60,50,0,0,0,7,5,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5,2,2,6,5,80.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
233,56,70,0,7,6,4,6,4,8,6,8,7,9,100,100,60,70,20,30,0,0,6,0,0,5,7,4,6,5,8,4,0,5,7,7,5,6,68,4,0,0,5,0,6,68,10,2,3,8,6,90.0,0,5,6,0,0.0,1,1,1,1,2,0,6,6,4,2,0,0,1
167,54,70,29,6,7,6,7,5,7,6,4,6,4,0,40,60,30,0,30,0,30,5,6,2,0,4,4,2,5,7,3,0,7,5,0,5,0,0,2,0,0,0,0,0,66,16,5,4,6,7,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,56,80,31,5,0,6,7,7,7,4,5,6,6,100,60,60,70,40,50,0,0,7,0,0,0,4,5,5,0,0,2,0,8,3,5,8,0,0,0,0,0,0,0,0,0,13,8,11,5,4,46.2,0,0,0,0,0.0,3,3,3,4,2,0,5,8,6,2,0,0,1
149,55,90,24,7,7,7,7,6,0,7,7,7,7,80,80,40,58,71,30,42,35,5,7,6,5,0,6,6,6,0,7,0,6,0,6,7,7,48,0,0,0,4,0,0,67,10,3,1,6,7,80.0,5,0,6,0,0.0,8,8,8,0,8,1,41,6,8,8,1,0,1
98,55,80,29,7,8,8,8,6,7,7,7,7,6,0,80,60,68,0,70,70,0,7,6,0,4,7,6,6,9,7,2,7,8,7,5,7,7,0,0,0,0,0,0,0,74,11,3,6,7,5,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,55,70,30,6,6,6,7,6,7,7,6,6,0,100,80,40,43,32,70,0,0,7,0,0,5,6,6,5,6,5,5,5,5,5,5,7,4,44,6,0,0,3,0,0,66,14,6,9,5,4,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,56,70,37,7,6,6,7,7,7,8,7,7,8,100,40,20,55,14,20,0,0,8,0,6,0,6,6,6,2,5,5,7,7,6,7,7,6,0,0,0,0,0,0,0,76,12,3,1,7,7,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,55,80,27,4,3,3,4,4,4,5,5,5,9,60,80,40,65,64,20,0,0,5,6,0,4,3,4,4,2,4,4,3,2,4,3,5,4,0,0,0,0,0,0,0,47,14,9,7,5,5,42.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,55,80,26,7,6,3,6,6,6,6,6,6,6,80,100,60,66,66,20,0,0,7,6,0,0,4,8,6,6,6,7,0,6,6,6,7,0,44,4,0,0,5,0,0,69,12,1,2,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
573,56,90,31,7,7,6,7,5,6,7,6,7,8,80,60,40,50,40,30,0,0,6,8,0,0,6,6,0,6,7,0,0,0,0,0,0,0,56,4,9,9,9,0,0,71,12,3,3,6,6,83.3,6,4,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
345,56,80,33,5,5,4,4,5,6,7,6,7,8,0,0,0,68,16,40,0,0,5,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,6,0,0,67,12,3,2,6,6,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,55,80,30,7,6,6,7,8,8,4,8,8,7,0,0,0,88,64,70,0,0,7,7,0,0,7,5,0,0,6,0,0,0,0,0,0,0,52,0,0,0,6,0,0,61,12,4,3,6,6,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,56,80,0,7,3,8,7,8,8,7,7,7,8,60,0,40,68,0,40,0,28,6,6,0,4,5,5,6,6,0,3,5,4,5,5,6,3,0,0,0,0,0,0,0,60,12,4,6,6,5,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
537,0,0,0,7,7,6,6,4,7,7,5,6,8,0,40,20,24,37,20,0,0,6,0,0,0,6,4,0,0,6,2,0,0,0,0,0,0,60,0,0,0,5,0,0,72,11,2,3,7,6,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,56,90,0,5,6,3,5,7,6,7,4,5,7,0,40,20,80,50,70,0,0,7,7,0,6,7,2,6,4,1,8,5,5,6,6,5,5,0,3,0,0,3,0,0,72,14,2,1,6,7,96.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,56,90,34,6,5,4,5,7,7,6,7,7,8,0,0,0,70,0,60,86,42,7,0,4,2,0,7,0,6,0,0,3,6,5,6,0,0,0,0,0,0,0,0,4,68,11,2,1,7,7,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
96,54,70,25,7,5,7,7,7,3,8,6,7,6,80,60,20,35,26,30,0,0,7,5,0,0,6,3,6,6,0,2,5,7,8,8,4,8,0,0,4,4,4,0,0,65,14,5,2,7,7,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,56,90,0,7,7,6,6,7,6,7,6,7,0,0,80,20,49,45,60,0,34,5,6,0,0,6,5,5,0,6,7,0,8,7,0,7,0,0,0,0,0,0,0,0,64,13,7,7,5,5,53.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,55,80,28,6,4,6,5,7,6,7,5,6,7,80,100,40,70,90,50,0,0,7,5,0,0,4,3,7,3,3,7,2,3,5,6,0,5,84,5,0,0,2,0,0,54,14,11,12,3,4,28.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,56,80,31,7,6,8,7,7,6,7,7,7,7,100,60,60,76,50,60,0,0,7,0,5,7,6,5,6,6,5,7,6,4,5,5,6,0,0,0,0,0,0,0,0,69,12,4,7,7,5,79.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,56,90,0,8,7,8,8,7,8,8,8,8,8,100,20,20,77,23,60,0,0,7,0,0,7,0,6,7,7,7,0,4,4,5,9,6,0,0,0,0,0,0,0,0,78,13,1,5,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,56,90,25,6,7,8,8,6,0,5,6,5,5,80,80,40,80,54,60,78,90,6,8,3,5,0,4,5,4,0,7,0,0,0,6,5,2,0,0,5,4,4,0,0,63,12,4,7,6,5,75.0,4,0,4,0,4.0,8,9,9,0,9,1,38,5,6,6,1,0,1
73,56,80,30,6,3,5,5,6,5,4,5,5,7,100,60,40,54,48,20,0,0,6,5,0,0,5,7,5,4,5,0,0,5,5,6,5,0,28,6,0,0,5,0,0,49,12,7,11,5,3,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,54,70,27,5,6,4,6,6,6,6,6,6,6,80,40,60,57,56,60,0,0,6,5,0,5,6,7,6,4,6,6,0,6,6,6,6,0,44,4,5,5,5,0,0,67,13,2,3,8,7,92.3,6,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,56,80,30,6,6,6,6,6,6,7,5,6,5,80,80,60,55,55,60,88,62,5,7,4,5,0,3,4,5,0,5,0,0,5,0,5,2,64,7,0,0,3,0,0,57,10,8,5,4,5,30.0,4,0,4,0,6.0,2,2,2,0,4,3,70,7,7,5,2,0,1
169,55,80,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,56,70,33,5,7,7,5,6,6,7,7,6,7,80,40,60,43,62,10,0,0,7,6,0,0,3,5,4,8,0,5,3,5,5,5,4,5,0,0,5,5,5,0,0,67,14,8,11,4,4,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,56,90,34,5,4,4,4,4,5,4,5,6,8,0,80,40,57,35,40,0,0,4,5,0,2,3,4,4,4,4,4,2,7,3,5,2,6,0,0,0,0,0,0,0,57,13,3,2,7,7,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,54,80,26,7,6,6,6,7,6,6,7,7,7,100,80,80,50,12,60,0,0,6,6,0,5,5,7,5,6,5,5,6,6,5,5,6,6,40,0,8,8,8,0,0,68,13,1,2,8,7,100.0,6,5,6,5,6.0,6,5,6,0,7,2,45,7,0,8,1,0,1
275,56,80,30,7,7,6,7,7,7,7,6,7,7,0,0,0,30,39,30,0,0,8,6,0,3,6,8,0,6,6,3,5,5,8,7,4,8,0,5,0,0,3,0,0,69,14,6,9,5,5,60.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,56,90,29,4,4,4,5,3,4,4,5,5,4,0,80,60,88,30,50,0,0,5,6,0,4,5,4,4,4,5,5,3,5,5,5,4,5,0,0,0,0,0,0,0,57,14,3,3,6,6,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,0,0,0,6,6,6,6,5,6,6,6,6,8,0,80,20,0,46,20,0,0,7,7,0,0,6,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,69,13,2,4,8,6,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
